,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,temperature,apparent_temperature,humidity,weather_code,precipitation,snowfall,wind_speed,wind_direction,soil_temperature,soil_moisture,sunrise,sunset,day_or_night_code
5169,5169,5169,5169,MCP2203008F,240033439,MONTGOMERY,Property Damage Crash,07/15/2024 06:50:00 PM,County Route,GRANDVIEW AVE,,,,,Rear To Side,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,288FDE50-FF58-480A-AAB4-704525583417,No,No Apparent Injury,,Not Distracted,MD,AE006C33-5903-49BD-A6F3-DF8BF264B78C,Superficial,Three O Clock,Other,Turning Right,,25,No,No,2020,FREIGHTLINER,M2,39.04213864,-77.05311585,"(39.04213864, -77.05311585)",30.631500244140625,34.95363998413086,59.450531005859375,0.0,0.0,0.0,3.415259599685669,198.4350433349609,30.23149871826172,0.3519999980926513,04:55:00,19:33:00,0.0
5170,5170,5170,5170,DD5603005V,180026196,Rockville Police Departme,Property Damage Crash,05/28/2018 04:30:00 PM,County,TWINBROOK PKWY,PIER DR,,ROCKVILLE,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,CF360A60-6DFA-4D60-8956-53022315D55F,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,B99C10E8-7354-4703-967E-F92630A83ADC,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,25,No,No,2008,MERZ,4S,39.08049333,-77.14919833,"(39.08049333, -77.14919833)",21.86800003051757,24.21572494506836,82.5748291015625,3.0,0.0,0.0,6.297428131103516,149.03631591796875,21.718000411987305,0.4779999852180481,04:46:00,19:25:00,1.0
5171,5171,5171,5171,MCP3229000X,210007901,Montgomery County Police,Property Damage Crash,03/02/2021 03:40:00 PM,Maryland (State),FREDERICK RD,E GUDE DR,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,,,NONE DETECTED,,57FBBE41-76A9-49FB-BF64-D50FCAF447BA,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DCB4CB09-16FB-46FA-A584-2E562E8A61E5,FUNCTIONAL,NINE OCLOCK,PASSENGER CAR,CHANGING LANES,North,35,No,No,2017,HONDA,PILOT,39.10449317,-77.15677233,"(39.10449317, -77.15677233)",5.026500225067139,0.3354196548461914,32.26832580566406,2.0,0.0,0.0,9.746630668640137,274.236328125,5.476500034332275,0.4799999892711639,06:38:00,18:02:00,1.0
5172,5172,5172,5172,EJ7871006F,230033809,Gaithersburg Police Depar,Property Damage Crash,07/16/2023 01:12:00 AM,Municipality,PARK AVE,BROOKS AVE,,GAITHERSBURG,,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,F35E2F8A-A82F-4C30-B771-DE3D1C55592E,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,D3FA4FBD-AFEF-4E08-A50B-4D4789563696,UNKNOWN,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2015,MERC,4D,39.14002237,-77.1955966,"(39.14002237, -77.1955966)",22.67449951171875,26.288902282714844,98.7929916381836,51.0,0.1000000014901161,0.0,10.829957962036133,158.5522003173828,23.324499130249023,0.4720000028610229,04:55:00,19:33:00,1.0
5173,5173,5173,5173,MCP3169005X,230050540,Montgomery County Police,Injury Crash,08/21/2023 02:47:00 PM,US (State),GEORGIA AVE,BURLINGTON AVE,,,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,28C29E94-05C5-41D0-8796-8F277DAD73CC,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,B8B66221-E601-4443-B840-D741B50B5E36,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,No,No,2003,FORD,TAURUS,38.987078,-77.026701,"(38.987078, -77.026701)",33.54199981689453,35.29146957397461,38.39424896240234,3.0,0.0,0.0,6.193674087524414,324.4622497558594,31.04199981689453,0.3199999928474426,05:27:00,18:55:00,1.0
5174,5174,5174,5174,MCP3220002R,220024808,Montgomery County Police,Injury Crash,06/09/2022 04:22:00 PM,,,,PARKING LOT OF 15 METROPOLITAN GROVE RD,,PEDESTRIAN,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,CB60543F-839D-45AF-8066-5DAB48742627,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,818D2AD8-C403-46BE-80BE-22705A2CF527,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,PARKED,,15,No,Yes,2016,HONDA,ACCORD,39.148023,-77.22563867,"(39.148023, -77.22563867)",26.563501358032227,23.61971664428711,37.06758880615234,1.0,0.0,0.0,23.269481658935547,304.9194641113281,28.013500213623047,0.3379999995231628,04:42:00,19:34:00,1.0
5175,5175,5175,5175,MCP3040000G,17013324,Montgomery County Police,Property Damage Crash,03/14/2017 11:30:00 PM,,,,IN PARKING LOT OF 3202 HEWITT AVE ASPEN HILL MD 20902,,,OTHER,SNOW,,DARK -- UNKNOWN LIGHTING,,UNKNOWN,,E88D4115-A4D3-4E24-BAD4-6482AFE3001A,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, RAIN, SNOW, WET",UNKNOWN,,559BCB32-06A1-484F-B3C5-FA1C939FAF5B,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,BACKING,Unknown,5,No,No,1998,HONDA,CIVIC,39.07960665,-77.06753612,"(39.07960665, -77.06753612)",-6.519499778747559,-13.568426132202148,64.45509338378906,0.0,0.0,0.0,24.96230697631836,303.2317199707031,1.6304999589920044,0.4699999988079071,06:20:00,18:14:00,0.0
5176,5176,5176,5176,MCP2231003C,170511562,Montgomery County Police,Property Damage Crash,06/03/2017 02:06:00 PM,Maryland (State),RIVER RD,GOLDSBORO RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7A8A7CFC-AC2A-4D03-AD34-FD608A8B2FB0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2DBA21C5-A94D-406D-B7AF-CF8CEE002C89,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,45,No,No,2012,TOYOTA,CAMRY,38.97318833,-77.122185,"(38.97318833, -77.122185)",27.29750061035156,25.694536209106445,32.9514274597168,1.0,0.0,0.0,20.42187118530273,310.71075439453125,22.747499465942383,0.3709999918937683,04:44:00,19:29:00,1.0
5177,5177,5177,5177,MCP3105001W,190013430,Montgomery County Police,Property Damage Crash,03/23/2019 02:56:00 PM,Maryland (State),GERMANTOWN RD,AIRCRAFT DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B8AC300F-931F-4E08-9DE4-2D61F62D8F65,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,8A7A8C98-0B0A-4346-A0F9-3B07F9909A5F,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2003,HONDA,ODYSSEY,39.1818045,-77.26063283,"(39.1818045, -77.26063283)",9.511000633239746,3.88573169708252,29.74405860900879,0.0,0.0,0.0,22.553936004638672,298.6103515625,9.261000633239746,0.4769999980926513,06:07:00,18:23:00,1.0
5178,5178,5178,5178,MCP1550001K,15054213,MONTGOMERY,Property Damage Crash,10/25/2015 06:01:00 PM,Maryland (State),RIVER RD,NEWPORT AVE,,,,SINGLE VEHICLE,CLOUDY,DRY,DARK LIGHTS ON,,NONE DETECTED,,C6C1EA58-263A-465B-8818-72196ADA0A56,Yes,NO APPARENT INJURY,,NOT DISTRACTED,DC,9CD53EAD-1B9C-4ABE-8DA2-24F56A3B944D,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,45,No,No,2014,HYUNDAI,ELANTRA,38.95873667,-77.09448167,"(38.95873667, -77.09448167)",15.638999938964844,12.97822380065918,54.29923629760742,3.0,0.0,0.0,12.074766159057615,333.4350280761719,16.23900032043457,0.3479999899864197,06:28:00,17:16:00,1.0
5179,5179,5179,5179,MCP3038006N,230067687,Montgomery County Police,Property Damage Crash,11/21/2023 05:37:00 PM,,,,"SECOND FLOOR OF BUS TRANSIT CENTER AT 8404 COLESVILLE RD. SILVER SPRING, MD",,,OTHER,RAINING,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,96ADB6E7-8830-40E1-977A-E91374FCDEEB,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,8933FA73-324B-4C26-A48A-92E1CBC61B7F,SUPERFICIAL,FOUR OCLOCK,CROSS COUNTRY BUS,PARKING,West,15,No,No,2010,MCI,D4505,38.9937371,-77.02984303,"(38.9937371, -77.02984303)",12.26349925994873,8.895975112915039,92.68910217285156,61.0,2.0,0.0,25.45584297180176,135.00010681152344,10.16349983215332,0.5099999904632568,06:57:00,16:50:00,1.0
5180,5180,5180,5180,MCP2637002K,180017216,Montgomery County Police,Property Damage Crash,04/09/2018 12:22:00 PM,County,QUINCE ORCHARD RD,HORSE CENTER RD,,,,HEAD ON,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5BA53A68-DE60-41FF-AC0C-4CA733096D3C,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,2BFB3DC3-B1E2-49B7-8A30-CDFF35DBEEC4,SUPERFICIAL,TEN OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,South,35,No,No,2012,FORD,TK,39.091623,-77.2486445,"(39.091623, -77.2486445)",6.469000339508057,2.626621723175049,53.58264923095703,3.0,0.0,0.0,12.18162441253662,145.8402557373047,7.669000148773193,0.4300000071525574,05:40:00,18:40:00,0.0
5181,5181,5181,5181,MCP3381002F,250009950,MONTGOMERY,Injury Crash,03/07/2025 05:20:00 AM,Maryland (State) Route,GERMANTOWN RD,FREDERICK RD GERMANTOWN RD,,,,Angle,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8DCF6E82-C06B-4F77-A286-A9589595A20F,No,Suspected Minor Injury,"Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner",Unknown,MD,02EB2FDE-B863-4065-B636-C083D0048F2D,Disabling,Twelve O Clock,Sport Utility Vehicle,Moving Constant Speed,Northbound,45,No,No,2018,TOYOTA,RAV4,39.19210833,-77.24250333,"(39.19210833, -77.24250333)",-0.5734999775886536,-6.4887895584106445,62.420387268066406,0.0,0.0,0.0,20.14070510864257,298.8555603027344,1.7764999866485596,0.4699999988079071,06:31:00,18:07:00,1.0
5182,5182,5182,5182,MCP3086005J,210016375,Montgomery County Police,Property Damage Crash,05/02/2021 11:45:00 AM,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,6AC1CC78-1085-4F7D-B7E8-3208E93D5B13,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,48141B75-E9DD-4F79-BC74-43485E91C80A,SUPERFICIAL,SIX OCLOCK,VAN,STOPPED IN TRAFFIC LANE,North,35,No,No,2007,HONDA,ODYSSEY,39.15409833,-77.20973833,"(39.15409833, -77.20973833)",25.420000076293945,23.52596092224121,31.87598991394043,3.0,0.0,0.0,13.217443466186523,240.642333984375,19.32000160217285,0.3319999873638153,05:08:00,19:03:00,0.0
5183,5183,5183,5183,DM84390033,190032473,Takoma Park Police Depart,Property Damage Crash,07/08/2019 06:50:00 PM,Maryland (State),NEW HAMPSHIRE AVE,KIRKLYNN AVE,,TAKOMA PARK,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,FE779433-16E4-4E1E-8355-2F9864D402C4,Yes,NO APPARENT INJURY,,UNKNOWN,DC,BC7B0029-3C5A-4AFB-88CD-9ABB452CECE3,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2019,DODGE,VAN,38.987805,-76.98794833,"(38.987805, -76.98794833)",23.317501068115234,24.286977767944336,71.91808319091797,0.0,0.0,0.0,13.217443466186523,60.64234161376953,25.567501068115234,0.4560000002384186,04:49:00,19:35:00,0.0
5184,5184,5184,5184,MCP3380000G,240007529,MONTGOMERY,Injury Crash,02/15/2024 04:18:00 PM,Maryland (State) Route,CONNECTICUT AVE,RANDOLPH RD (WB/L),,,,Front to Front,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,168BD87D-FB1C-4E67-9A82-F541E1F3CD8B,No,No Apparent Injury,,Not Distracted,MD,EE81138E-A499-454D-842A-926F0D50D14B,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Eastbound,35,No,No,2018,HYUNDAI,SONATA,39.05735749,-77.07338739,"(39.05735749, -77.07338739)",8.054500579833984,3.1679582595825195,50.568790435791016,1.0,0.0,0.0,17.33989715576172,175.2364501953125,4.754500389099121,0.4729999899864197,06:59:00,17:44:00,1.0
5185,5185,5185,5185,MCP2650001B,240033284,MONTGOMERY,Property Damage Crash,07/15/2024 05:10:00 AM,Maryland (State) Route,RIVER RD,,,,,Single Vehicle,Clear,Dry,Dawn,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8393B054-9720-4687-92A5-55E1F169FCC5,No,No Apparent Injury,Failed to Keep in Proper Lane,Not Distracted,WV,FC8CCC66-C929-4B5E-B118-880A3104BC23,Disabling,Twelve O Clock,Pickup,Slowing or Stopping,Eastbound,35,No,No,2016,FORD,F-150,38.97407833,-77.12368,"(38.97407833, -77.12368)",24.35199928283692,25.164295196533203,65.42019653320312,0.0,0.0,0.0,12.722829818725586,295.11480712890625,25.35199928283692,0.3899999856948852,04:56:00,19:33:00,0.0
5186,5186,5186,5186,MCP2552007Y,250021796,MONTGOMERY,Property Damage Crash,05/17/2025 12:22:00 PM,,,,"Parking Lot Way        PARKING LOT OF 12097 ROCKVILLE PIKE, ROCKVILLE MD 20850.",,,Angle,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6CDD9B15-4F9C-4D98-A2B3-23B19DB5DEC0,No,No Apparent Injury,,Not Distracted,VA,21D9BDA2-D133-463E-8FAC-E0FF251FD8D2,Superficial,One O Clock,Passenger Car,Moving Constant Speed,Unknown,0,No,No,2019,GMC,TERRAIN,39.05559704,-77.11773848,"(39.05559704, -77.11773848)",26.613500595092773,28.280498504638672,54.75665283203125,0.0,0.0,0.0,18.10409927368164,252.64588928222656,23.7135009765625,0.4390000104904175,04:53:00,19:16:00,0.0
5187,5187,5187,5187,EJ7824000F,200034266,Gaithersburg Police Depar,Property Damage Crash,09/01/2020 09:40:00 PM,Municipality,WATKINS MILL RD,TRAVIS AVE,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,ALCOHOL PRESENT,,0173F57E-0587-4100-AB3F-7FE0C4999183,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,D7A0851E-7D81-46EC-AF44-9FB25E2C1400,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2001,VOLKSWAGON,JETTA,39.16251345,-77.21438898,"(39.16251345, -77.21438898)",22.01650047302246,24.94686889648437,97.88582611083984,61.0,1.899999976158142,0.0,12.413476943969728,119.53868865966795,22.316499710083008,0.5090000033378601,05:38:00,18:39:00,0.0
5188,5188,5188,5188,MCP2934000J,15024363,Montgomery County Police,Property Damage Crash,05/21/2015 08:15:00 AM,Municipality,FARRAGUT AVE,CONNECTICUT AVE,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,F6921F68-2F30-4BD5-B8F0-435327EBB2A4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,028960EE-D89F-4B94-8EA4-89B6F9A1953D,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,25,No,No,2010,MAZDA,CX-9,39.03186,-77.07543167,"(39.03186, -77.07543167)",14.059000015258787,11.75370979309082,56.3752555847168,3.0,0.0,0.0,8.20926284790039,105.2551727294922,15.70900058746338,0.3860000073909759,04:50:00,19:19:00,0.0
5189,5189,5189,5189,DM8493001N,230029882,Takoma Park Police Depart,Injury Crash,06/22/2023 06:25:00 AM,,,,"PARKING LOT OF 1100 BLK UNIVERSITY BLVD E TAKOMA PARK, MD 20912",,,STRAIGHT MOVEMENT ANGLE,RAINING,,DAYLIGHT,NO CONTROLS,,,C03401B3-CC1C-4179-9046-579ECDB3FACC,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,C8BFA599-9DA1-42CE-B09A-86D61D0AFE2C,FUNCTIONAL,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,West,15,No,No,2010,FORD,PK,38.98934017,-76.98890383,"(38.98934017, -76.98890383)",15.973999977111816,14.871063232421877,87.63966369628906,3.0,0.0,0.0,16.299694061279297,46.789886474609375,16.374000549316406,0.4320000112056732,04:42:00,19:36:00,0.0
5190,5190,5190,5190,MCP3255005Q,240022786,MONTGOMERY,Property Damage Crash,05/14/2024 05:00:00 PM,County Route,MONTGOMERY VILLAGE AVE,,,,,Front to Rear,Rain,Wet,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,BEBCC2D8-E81D-4E36-A204-47F6CAC50424,Yes,No Apparent Injury,Followed Too Closely,Not Distracted,MD,7A89234C-E17E-4F40-BE38-813D6132E785,Functional,Six O Clock,Passenger Car,Slowing or Stopping,Northbound,35,No,No,2007,HYUNDAI,SANTA FE,39.17913477,-77.20109575,"(39.17913477, -77.20109575)",18.24049949645996,18.57744598388672,90.67955017089844,3.0,0.0,0.0,13.77911376953125,160.1446990966797,17.640499114990234,0.4490000009536743,04:55:00,19:14:00,0.0
5191,5191,5191,5191,MCP21910035,190061895,Montgomery County Police,Injury Crash,12/24/2019 08:25:00 AM,Maryland (State),OLD GEORGETOWN RD,TUCKERMAN LA,,,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3898AA37-80BB-48B1-95B3-F78654403C4A,Unknown,SUSPECTED MINOR INJURY,,UNKNOWN,MD,2D8F0829-C7D5-4B2B-B264-D4A254C31248,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2014,HONDA,PILOT,39.03466,-77.12506667,"(39.03466, -77.12506667)",1.8590000867843628,-2.436832904815674,65.42294311523438,1.0,0.0,0.0,11.212135314941406,354.4725341796875,-0.99099999666214,0.4580000042915344,07:25:00,16:50:00,0.0
5192,5192,5192,5192,DD5652002C,230007328,Rockville Police Departme,Property Damage Crash,02/13/2023 04:21:00 PM,Municipality,N WASHINGTON ST,NO NAME,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A9442035-910D-4444-894E-CE899A16D0D7,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,63C13A56-82CD-4034-86F0-6B53991C71DC,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,No,No,2015,BMW,TK,39.08805656,-77.15357798,"(39.08805656, -77.15357798)",11.45900058746338,6.5098419189453125,30.08979034423828,3.0,0.0,0.0,14.494192123413086,255.6185607910156,8.809000015258789,0.4709999859333038,07:02:00,17:42:00,1.0
5193,5193,5193,5193,MCP29680012,16007657,Montgomery County Police,Property Damage Crash,02/13/2016 05:30:00 PM,Municipality,KENTLANDS BLVD,GREAT SENECA HWY,,,,OTHER,,,DAYLIGHT,,,,8FDF83AB-E439-42AE-B2D2-67696C386E4E,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,81E051C1-D49E-426F-A286-E4CE0D71211B,FUNCTIONAL,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,PARKING,South,10,No,No,2012,FORD,CHARGER,39.12577401,-77.23657966,"(39.12577401, -77.23657966)",-8.510499954223633,-15.325016975402832,22.82537651062012,3.0,0.0,0.0,19.336389541625977,298.9508972167969,-1.3604999780654907,0.4589999914169311,07:03:00,17:43:00,1.0
5194,5194,5194,5194,MCP3296002Y,240061182,MONTGOMERY,Property Damage Crash,12/22/2024 04:12:00 PM,Ramp,RAMP 1 FR RP 4 (FR US 29 NB) TO MD200 WB,,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C25A4A37-F210-417B-B16D-E30588ED4F13,No,No Apparent Injury,,Not Distracted,MD,0CD3B8A7-275E-4D55-B859-E363214FEC18,Disabling,Two O Clock,Passenger Car,Moving Constant Speed,Southbound,50,No,No,2018,BMW,320I,39.07854372,-76.95247715,"(39.07854372, -76.95247715)",-2.309999942779541,-7.358518600463867,25.87024307250977,0.0,0.0,0.0,8.656858444213867,356.4237365722656,-0.4599999785423279,0.4410000145435333,07:23:00,16:49:00,1.0
5195,5195,5195,5195,MCP2385003K,250008604,MONTGOMERY,Injury Crash,02/26/2025 09:25:00 PM,County Route,HUNTMASTER RD,FOXLAIR RD,,,,Rear To Side,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,B19A26D4-B5A7-429C-BFBE-99B6ED8CA3EB,No,Suspected Minor Injury,,Not Distracted,MD,04DDC6A7-1DC0-4020-8C97-95FB62B288F8,Disabling,Three O Clock,Passenger Car,Moving Constant Speed,Westbound,40,No,No,2017,FORD,C-MAX,39.21479774,-77.19500133,"(39.21479774, -77.19500133)",8.345499992370605,5.162214279174805,75.6524887084961,2.0,0.0,0.0,12.48374843597412,118.41256713867188,7.845499992370605,0.4359999895095825,06:45:00,17:58:00,0.0
5196,5196,5196,5196,MCP3163006Z,240024280,MONTGOMERY,Property Damage Crash,05/22/2024 06:09:00 PM,County Route,COMMERCE LA,WISCONSIN AVE (SB/L),,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,F86F1E25-FB00-48F1-B90B-E3F5A94E376D,No,No Apparent Injury,,Not Distracted,VA,28B931C0-3728-415B-93FE-61ADDA5C4770,Superficial,Five O Clock,Bus - Transit,Turning Right,,35,No,No,2013,NEW FLYER,TRANSIT BUS,38.98594693,-77.09465363,"(38.98594693, -77.09465363)",26.878999710083008,29.604236602783203,65.94642639160156,3.0,0.0,0.0,7.704335689544678,217.40542602539065,25.628999710083008,0.4169999957084656,04:49:00,19:20:00,0.0
5197,5197,5197,5197,MCP1283000M,16024770,Montgomery County Police,Injury Crash,07/09/2016 11:25:00 AM,County,BARNESVILLE RD,PEACH TREE RD,,,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,9E9B6AB0-6A43-455C-91EB-3CBFC974281E,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,71C557E5-7F8E-466D-97F5-43725C42E3CF,FUNCTIONAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,40,No,No,2008,FORD,TK,39.21560167,-77.35641667,"(39.21560167, -77.35641667)",29.1879997253418,32.25883483886719,54.536922454833984,1.0,0.0,0.0,8.225034713745117,293.1986083984375,26.6879997253418,0.4410000145435333,04:52:00,19:37:00,0.0
5198,5198,5198,5198,MCP26950016,17005748,Montgomery County Police,Property Damage Crash,02/01/2017 09:52:00 AM,,,,PARKING LOT OF 1700 APRIL LANE,,,OTHER,CLEAR,,DAYLIGHT,,,,3318B0CF-4F3F-462D-91EC-0C1A29A826C1,Yes,NO APPARENT INJURY,,UNKNOWN,MD,63AB3538-21E0-4A9D-A3FD-EEE73B399713,SUPERFICIAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,PARKING,North,25,No,No,2016,HONDA,HR-V,39.04575054,-76.97546124,"(39.04575054, -76.97546124)",7.94350004196167,3.6628189086914062,53.00557708740234,2.0,0.0,0.0,13.708391189575195,293.1986083984375,5.0435004234313965,0.4490000009536743,07:14:00,17:29:00,0.0
5199,5199,5199,5199,MCP2853006N,190046024,Montgomery County Police,Property Damage Crash,09/25/2019 04:59:00 PM,Maryland (State),UNIVERSITY BLVD E,COLESVILLE RD,,,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,79083E40-72C7-4385-AA6C-BB94EBC61810,Unknown,NO APPARENT INJURY,,NOT DISTRACTED,MD,4FE929A0-2254-4011-9EC3-E0A8C9B52CCD,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,CHANGING LANES,East,40,No,No,2011,VOLKSWAGEN,TIGUAN,39.019495,-77.01272833,"(39.019495, -77.01272833)",25.84149932861328,24.95737075805664,35.88913345336914,0.0,0.0,0.0,5.351784706115723,227.72637939453125,24.991498947143555,0.289000004529953,05:58:00,18:01:00,1.0
5200,5200,5200,5200,MCP3222002S,240045087,MONTGOMERY,Property Damage Crash,09/21/2024 04:33:00 PM,,,,Parking Lot Way        PARKING LOT LOCATED AT 10101 GROSVENOR PLACE,,,Front to Rear,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,D4AB4392-3D7B-457B-8A3C-B78A537EA7E8,No,No Apparent Injury,,Unknown,MD,141E1298-EDB3-4513-AEE6-53E522A85E6B,Disabling,Six O Clock,Passenger Car,Backing,Eastbound,0,No,No,1987,MERCEDES-BENZ,C-CLASS,39.02325446,-77.10491041,"(39.02325446, -77.10491041)",21.660499572753903,24.28989791870117,89.5119400024414,53.0,0.800000011920929,0.0,7.993297576904297,82.23492431640625,24.56050109863281,0.4370000064373016,05:56:00,18:06:00,1.0
5201,5201,5201,5201,EJ78680009,170526672,Gaithersburg Police Depar,Property Damage Crash,08/24/2017 06:21:00 PM,Municipality,LAKELANDS DR,GREAT SENECA HWY,,,,SAME DIR REND RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,09DC0CCD-B33B-4F75-8E2B-8E18F3CCF54D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,EC802297-CFAE-4E0C-BE8B-8D9224F30C3B,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,25,No,No,2015,LNDR,TK,39.120445,-77.22551,"(39.120445, -77.22551)",23.75,24.1942081451416,53.33876800537109,1.0,0.0,0.0,5.116561412811279,320.7106018066406,25.0,0.4000000059604645,05:30:00,18:51:00,0.0
