Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,Vehicle Cutted in 5 years intervals
MCP2475004Q,200006552,Montgomery County Police,Property Damage Crash,02/08/2020 08:34:00 PM,Maryland (State),NEW HAMPSHIRE AVE,OAKVIEW DR,,,,SAME DIR REAR END,,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,2E515F77-7496-4D44-9B38-118B11F37F1D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A9184814-8556-43C1-B633-65E709956B72,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2012,TOYOTA,TK,39.01454,-76.97796,"(39.01454, -76.97796)",2010
MCP32460015,210046131,Montgomery County Police,Property Damage Crash,11/14/2021 01:34:00 AM,County,DENIT ESTATES DR,NEW HAMPSHIRE AVE,,,,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,,NONE DETECTED,,0ADB106C-7D89-420D-B5F6-00053899847C,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,EE95451E-8733-4B1B-BEFF-BB8875DAEA41,DISABLING,TWELVE OCLOCK,PICKUP TRUCK,ACCELERATING,South,40,No,No,2016,FORD,F150,39.20821617,-77.03728233,"(39.20821617, -77.03728233)",2015
EJ78510069,210019097,Gaithersburg Police Depar,Injury Crash,05/20/2021 07:00:00 PM,Municipality,ORCHARD RIDGE DR,MILL GREEN AVE,,GAITHERSBURG,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,1FDD632C-8CE5-44F4-9992-AB5EDD394BCD,Yes,POSSIBLE INJURY,,UNKNOWN,MD,59D2987F-3FF1-4910-B959-9514B957AED4,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,No,No,2003,BMW,330XI,39.12579208,-77.22614708,"(39.12579208, -77.22614708)",2000
MCP2515000J,16010895,MONTGOMERY,Property Damage Crash,03/04/2016 08:38:00 PM,Maryland (State),RIDGE RD,TUNE AVE,,,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,D6FC04E3-8DA0-49D4-8A95-E5DF5F328ACC,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,AEEDD2F2-97A6-4BF8-A333-34A318BF7D71,DISABLING,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,30,No,No,2007,MERC,MOUNTAINEER,39.29560167,-77.20420333,"(39.29560167, -77.20420333)",2005
MCP2848005M,170546709,Montgomery County Police,Property Damage Crash,12/05/2017 12:15:00 PM,Maryland (State),OLD GEORGETOWN RD,LONE OAK DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6E06E500-B168-4636-9B4F-42BDB2DA79BB,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,5C6A1012-D8B0-4279-BB7A-70A3F634CA79,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2017,FORD,F150,39.01976,-77.12162167,"(39.01976, -77.12162167)",2015
MCP3301000D,210036668,Montgomery County Police,Property Damage Crash,09/17/2021 01:15:00 PM,County,PERSHING DR,CEDAR ST,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,ADED154A-0FA8-4DDC-B48A-0546CABB946C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,02112B98-1D6A-45C4-9617-EC575091960F,SUPERFICIAL,SIX OCLOCK,POLICE VEHICLE/NON EMERGENCY,BACKING,South,15,No,No,2012,DODGE,CHARGER,38.99757667,-77.02350833,"(38.99757667, -77.02350833)",2010
MCP2893001Y,16021147,Montgomery County Police,Property Damage Crash,04/29/2016 05:21:00 PM,Maryland (State),FREDERICK RD,GUNNERS BRANCH RD,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,7A5E4EB7-19EF-47FB-80FE-6B3513B1A657,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,13860A82-E444-445C-8DCA-0F03D454D0F7,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,45,No,No,2008,TOYT,4S,39.178375,-77.2382,"(39.178375, -77.2382)",2005
MCP3457000N,250019958,MONTGOMERY,Property Damage Crash,05/06/2025 06:34:00 PM,Maryland (State) Route,UNIVERSITY BLVD E,INDIAN SPRING DR,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,4FF1ACF5-4193-436B-97AE-6C449E1859A0,No,No Apparent Injury,,Not Distracted,MD,42F7719D-7CCF-4EAF-A576-B750E01AAFB2,Superficial,Six O Clock,Passenger Car,Stopped in Traffic,,35,No,No,2015,TOYOTA,HIGHLANDER,39.01329709,-77.0036993,"(39.01329709, -77.0036993)",2015
MCP3382000B,240004160,MONTGOMERY,Property Damage Crash,01/26/2024 01:16:00 PM,County Route,EPPING RD,,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,1E1D520C-D2E7-4F25-8974-A14C369B5485,Yes,No Apparent Injury,Failed to Keep in Proper Lane,Not Distracted,MD,66A10F4F-12A3-46E9-8B23-837B2A9596D8,Superficial,One O Clock,Van - Cargo,Moving Constant Speed,Northbound,25,No,No,2007,CHEVROLET,EXPRESS,39.0622761,-77.0604859,"(39.0622761, -77.0604859)",2005
MCP3337003G,240060533,MONTGOMERY,Injury Crash,12/18/2024 07:17:00 PM,Local Route,APARTMENT CUT THRU CUT,ARCOLA AVE HOYT ST,,,,Rear To Side,Rain,Wet,Dark - Lighted,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,AA83719E-CB45-48A7-87DB-7EF44750AFC7,Yes,No Apparent Injury,Failed to Yield Right-of-Way,Unknown,MD,0922AB34-AE4C-4FDE-8640-78E90D743C0F,Disabling,Twelve O Clock,Pickup,Moving Constant Speed,Westbound,25,No,No,2023,RAM,2500,39.0374085,-77.02661567,"(39.0374085, -77.02661567)",2020
MCP2534004R,230030002,Montgomery County Police,Injury Crash,06/22/2023 11:35:00 PM,County,PARKER AVE,BROADVIEW RD,,,,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,745B3C71-175D-46CD-86B2-F5A55A99249B,Yes,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,94B8BE56-EC19-40E7-8F69-F0C8B0BA82EF,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,25,No,No,2023,CHEVROLET,TRAVERSE,39.04687317,-77.06286933,"(39.04687317, -77.06286933)",2020
MCP2738005M,250031850,MONTGOMERY,Property Damage Crash,07/16/2025 10:45:00 PM,County Route,WINHALL WAY,,,,,Other,Rain,Wet,Dark - Not Lighted,No Controls,"Suspect of Alcohol Use, Not Suspect of Drug Use",,062ED96F-CDFE-409F-BD44-AA476814B66D,No,No Apparent Injury,,Unknown,MD,A22A332A-C57E-48B4-A2D2-9C44049A22DC,Disabling,One O Clock,Passenger Car,,Westbound,25,No,No,2018,TOYOTA,CAMRY,39.06304133,-76.99604883,"(39.06304133, -76.99604883)",2015
MCP2791002S,16049199,Montgomery County Police,Injury Crash,09/24/2016 06:33:00 PM,Maryland (State),OLD COLUMBIA PIKE,OLD COLUMBIA PIKE,,,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B68081A5-C88F-4811-B25F-63030934C7DD,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,0A9688C1-3E2A-47E8-AB71-282672B778AC,SUPERFICIAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,East,40,No,No,2005,TOYT,HIGHLANDER,39.10957333,-76.93508,"(39.10957333, -76.93508)",2005
MCP2881003P,210016849,Montgomery County Police,Injury Crash,05/05/2021 12:18:00 PM,Maryland (State),FREDERICK RD,GUNNERS BRANCH RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D66B5BB9-385E-4EF6-AC53-B583D2B78B8A,No,NO APPARENT INJURY,,NOT DISTRACTED,WA,ACE4A6D6-AA45-40E0-A688-13147765DFE1,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,45,No,No,2019,KIA,4D,39.18391167,-77.26279333,"(39.18391167, -77.26279333)",2015
MCP3283000Y,210033370,Montgomery County Police,Property Damage Crash,08/26/2021 06:05:00 PM,County,WATTS BRANCH DR,CIRCLE DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,F9772210-88CA-49F3-B007-B37ADC489E57,No,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,F49003BD-115E-4EAC-A605-8E122C8F3630,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,No,No,2015,TOYOTA,SIENNA,39.06737333,-77.20262333,"(39.06737333, -77.20262333)",2015
MCP2962009M,240061535,MONTGOMERY,Property Damage Crash,12/25/2024 10:22:00 PM,Maryland (State) Route,BARNESVILLE RD,BARNESVILLE RD,,,,Front to Front,Clear,Dry,Dark - Lighted,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,42FCE1FE-096B-43FC-826D-39D4F7EB3B9C,No,No Apparent Injury,,Not Distracted,MD,9AACDD73-9963-4354-875C-87042BEDDA39,Disabling,Eleven O Clock,Passenger Car,Turning Right,Eastbound,35,No,No,2021,HONDA,CIVIC,39.220656,-77.37769617,"(39.220656, -77.37769617)",2020
MCP30440035,190004773,Montgomery County Police,Injury Crash,01/30/2019 05:02:00 PM,County,LOCKWOOD DR,WHITE OAK SHOPPIING CENTER,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,62C4B75C-4470-4AC6-A32B-8AED260ABCBC,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6EA66C7D-A1BD-43D5-89FD-FDC65274332E,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,25,No,No,1999,HONDA,ACCORD,39.040045,-76.98997167,"(39.040045, -76.98997167)",1995
MCP3094001S,210041469,Montgomery County Police,Property Damage Crash,10/16/2021 01:54:00 AM,Maryland (State),MUNCASTER MILL RD,REDLAND RD,,,,STRAIGHT MOVEMENT ANGLE,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,16C29972-CA36-49F4-BA20-44D4B1CB9E8E,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,D7DDF684-C4DB-4A1C-AC11-F0F6C5D4D3A1,DISABLING,THREE OCLOCK,PASSENGER CAR,ACCELERATING,East,35,No,No,2014,SUBA,4S,39.1458875,-77.143853,"(39.1458875, -77.143853)",2010
MCP219800FT,240028124,MONTGOMERY,Injury Crash,06/13/2024 12:50:00 PM,County Route,LOST KNIFE RD (NB/L),,,,,Angle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,D1C9F856-5E97-40B2-8CA8-EFE4FBC6E918,No,Suspected Minor Injury,,Not Distracted,MD,5B8BA6A4-64F3-4F79-A5D5-4E42AD4FECAB,Disabling,One O Clock,Passenger Car,Moving Constant Speed,,25,No,No,2018,NISSAN,SENTRA,39.15503667,-77.20095333,"(39.15503667, -77.20095333)",2015
MCP9390003V,250054157,MONTGOMERY,Property Damage Crash,12/03/2025 06:00:00 PM,County Route,FIELDS RD,,,,,"Sideswipe, Same Direction",Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,326A0A57-7900-4FAC-A2E7-B6A3C9EB0621,No,No Apparent Injury,,Not Distracted,MD,72F10F72-8057-4AB4-B4DE-6B45667E396A,Disabling,Two O Clock,Passenger Car,Moving Constant Speed,Westbound,35,No,No,2020,JEEP,GRAND CHEROKEE,39.11580725,-77.20367118,"(39.11580725, -77.20367118)",2020
MCP24280013,180024741,Montgomery County Police,Injury Crash,05/20/2018 11:28:00 AM,Maryland (State),RIVER RD,STONEY CREEK RD,,,,ANGLE MEETS LEFT HEAD ON,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,EC6C3947-CCFC-4C58-ADCD-1D358990942E,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,2D6C9B2B-87F0-4D0C-BEB6-86B08E24267C,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2013,BUICK,ENCLAVE,39.04483813,-77.26129085,"(39.04483813, -77.26129085)",2010
MCP33580011,230069570,Montgomery County Police,Injury Crash,12/03/2023 12:30:00 AM,Maryland (State),OLD GEORGETOWN RD,TUCKERMAN LA,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,635BC716-FE37-4223-AC1C-1A8A158D71B3,Yes,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",OTHER DISTRACTION,MD,55BF6712-39EF-4527-B0D6-A43C04269548,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,1998,BMW,232,39.03450497,-77.12499148,"(39.03450497, -77.12499148)",1995
MCP2814003G,230003213,Montgomery County Police,Property Damage Crash,01/20/2023 10:15:00 AM,Interstate (State),NO NAME,RAMP 2 FR IS 370 WB TO IS 270 NB,,,,SAME DIR REAR END,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C7C6C3B2-4976-4D51-A2E3-9DA201CE7AE0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7C3E0320-89C5-406C-837C-1AA959DDDBFF,SUPERFICIAL,SIX OCLOCK,POLICE VEHICLE/NON EMERGENCY,SLOWING OR STOPPING,South,55,No,No,2016,HONDA,ODYSSEY,39.12313859,-77.17787866,"(39.12313859, -77.17787866)",2015
MCP24370012,15052379,MONTGOMERY,Property Damage Crash,10/15/2015 04:00:00 PM,County,NORTH GATE DR,POST LA,,,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,4DE44EFF-E159-4A44-8708-EC1B19F20B18,Unknown,NO APPARENT INJURY,,NOT DISTRACTED,MD,68FF878C-B21C-4067-A51F-D6679DAC8936,SUPERFICIAL,EIGHT OCLOCK,SCHOOL BUS,MAKING LEFT TURN,West,25,No,No,2011,THOMAS,BUS,39.08378333,-77.04752833,"(39.08378333, -77.04752833)",2010
MCP33470034,250040503,MONTGOMERY,Injury Crash,09/09/2025 03:00:00 PM,County Route,MARINELLI RD (EB/L),ROCKVILLE PIKE (SB/L),,,Pedestrian,Single Vehicle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use","Not Suspect of Alcohol Use, Not Suspect of Drug Use",67C78E4C-FDD3-467B-9DEA-02A08F394A14,Yes,No Apparent Injury,"Failed to Yield Right-of-Way, Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner",Unknown,MD,6518975E-6A8D-447E-B499-8078C77F1488,Superficial,Twelve O Clock,Passenger Car,Turning Right,Southbound,35,No,No,2016,TOYOTA,PRIUS,39.04702869,-77.11287836,"(39.04702869, -77.11287836)",2015
MCP3319002M,240033190,MONTGOMERY,Property Damage Crash,07/14/2024 11:37:00 AM,,,,Parking Lot Way        8397 COLESVILLE RD EINSTEIN BAGEL PARKING LOT,,,Rear To Rear,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,78078624-32DD-400D-AB62-66E529DE01CD,No,No Apparent Injury,,Not Distracted,FL,9468D4FC-A581-40D3-80F2-9AC9F420EE39,Superficial,Six O Clock,Sport Utility Vehicle,Backing,Not On Roadway,0,No,No,2014,FORD,ESCAPE,38.99480155,-77.0318299,"(38.99480155, -77.0318299)",2010
MCP2765005H,190017858,Montgomery County Police,Property Damage Crash,04/16/2019 06:50:00 PM,County,DARNESTOWN RD,TRAVILLE  GATEWAY DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,ED8E6DE8-AB15-4915-983D-8D0F662D6D71,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,537E31A1-F832-4EAD-B406-77845240A7C9,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2002,TOYT,SEQUOIA,39.09621167,-77.20160667,"(39.09621167, -77.20160667)",2000
MCP2475002Z,180039986,Montgomery County Police,Property Damage Crash,08/11/2018 07:39:00 PM,Maryland (State),NEW HAMPSHIRE AVE,ELTON RD,,,,SAME DIRECTION SIDESWIPE,,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,78C010A4-ADDA-4F7E-9716-3FCA1FD8B118,Yes,NO APPARENT INJURY,,UNKNOWN,,FC9F9776-446C-44BE-B388-A2CCA8551273,UNKNOWN,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2017,TOYOTA,CAROLLA,39.02124333,-76.97625,"(39.02124333, -76.97625)",2015
MCP2877005F,180031580,Montgomery County Police,Property Damage Crash,06/27/2018 06:35:00 AM,County,FENTON ST,PHILADELPHIA AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,40CB41EB-6324-4EC8-BE59-1FE33517FA15,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,4B5B3A5A-DDC4-46E4-80AF-A8B83C32A879,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2009,DODGE,CHARGER,38.987895,-77.02376,"(38.987895, -77.02376)",2005
MCP32300066,240054223,MONTGOMERY,Property Damage Crash,11/11/2024 07:10:00 PM,Maryland (State) Route,GEORGIA AVE (SB/L),RALPH RD,,,,Angle,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,122FE34A-4498-46B8-B4E4-8908AF4EB302,No,No Apparent Injury,,Not Distracted,MD,2A8A23B7-6166-45DB-B434-D2112616AF9A,Superficial,Twelve O Clock,Passenger Car,Moving Constant Speed,,35,No,No,2019,HONDA,ACCORD,39.07824095,-77.0719121,"(39.07824095, -77.0719121)",2015
MCP0685005L,200011771,Montgomery County Police,Injury Crash,03/10/2020 11:49:00 AM,Municipality,MONROE ST,E JEFFERSON ST,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,EAFDA77F-F7F8-4FB2-B250-5DCB802A60DD,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,F1E3C18E-B4C6-47E6-AFD8-4414930B3786,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,30,No,No,2011,FORD,ESCAPE,39.08279095,-77.14892569,"(39.08279095, -77.14892569)",2010
MCP2857003S,220017803,Montgomery County Police,Injury Crash,04/27/2022 12:14:00 AM,County,AMITY DR,BOUNDING BEND CT,,,,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,C644FD9B-B3EB-4A81-A5B0-14E5286292D9,Yes,SUSPECTED MINOR INJURY,,UNKNOWN,MD,8E606726-B11F-4C09-90C4-484A888AF48A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2012,MERCEDES,4S,39.13741772,-77.1644697,"(39.13741772, -77.1644697)",2010
DM84230016,16062632,Takoma Park Police Depart,Property Damage Crash,12/06/2016 03:45:00 PM,Maryland (State),CARROLL AVE,OUT CORP LMTS TAKOMA PARK,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2FB378FD-07B3-49CD-A56E-FABE6F421BF2,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,6B9A475A-96C9-455C-A9A9-A5B65E24A60C,FUNCTIONAL,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",SLOWING OR STOPPING,North,25,No,No,2000,GRUMAN,MAIL VAN,38.98057333,-76.99368833,"(38.98057333, -76.99368833)",2000
MCP3201002H,220022858,Montgomery County Police,Property Damage Crash,05/28/2022 02:03:00 PM,County,MILLENNIUM CT,GERMANTOWN RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,ALCOHOL CONTRIBUTED,,9A82B178-F4C3-4C83-A9CE-15885D4B508A,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,7366AFED-009D-4298-A242-42A277BE29C7,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,15,No,No,2018,HONDA,SD,39.19207717,-77.2453,"(39.19207717, -77.2453)",2015
MCP3432001L,250001536,MONTGOMERY,Property Damage Crash,01/12/2025 10:44:00 AM,County Route,BIG BEAR CT,BEL PRE RD,,,,Single Vehicle,Clear,Wet,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,EF6D9258-84BB-40EF-8B1B-FB8B4612201D,No,No Apparent Injury,,Not Distracted,MD,B414B7E9-B9DA-4AC2-A104-39E55D69193F,Superficial,One O Clock,Sport Utility Vehicle,Moving Constant Speed,Westbound,35,No,No,2010,LEXUS,GX,39.0903319,-77.05521271,"(39.0903319, -77.05521271)",2010
MCP2893001D,15041347,MONTGOMERY,Property Damage Crash,08/18/2015 05:24:00 PM,Maryland (State),FREDERICK RD,OXBRIDGE DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C1416081-1552-4AF5-A7E8-DC3793B460DC,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A1870FB0-F36A-4342-AAEB-E1DAE385053A,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2008,ACURA,RDX,39.18991167,-77.24148833,"(39.18991167, -77.24148833)",2005
MCP285900JP,250040964,MONTGOMERY,Injury Crash,09/12/2025 10:15:00 AM,Interstate (State),EISENHOWER MEMORIAL HWY,,,,,Single Vehicle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8729A57E-071C-4980-9631-3533B5AA4317,Yes,Possible Injury,Failed to Keep in Proper Lane,Unknown,MD,05EACF8B-BED3-46CC-A0D5-746480F4A674,Functional,Ten O Clock,Passenger Car,Changing Lanes,Northbound,55,No,No,2020,TOYOTA,CAMRY,39.1629,-77.23657383,"(39.1629, -77.23657383)",2020
MCP13420017,16066768,Montgomery County Police,Property Damage Crash,12/28/2016 12:55:00 PM,Maryland (State),RIVER RD,STONEY CREEK RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,1530D706-6561-40E5-9453-C6E1BA3D2F26,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,E8515187-353C-4560-BA08-E93D7C5B99AB,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2012,TOYT,4S,39.04482833,-77.261575,"(39.04482833, -77.261575)",2010
HA23380001,15000043,Maryland-National Capital,Property Damage Crash,01/17/2015 04:05:00 PM,Government,SLIGO CREEK PKWY,HEATHER AVE,,TAKOMA PARK,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,599131ED-3E29-4DF3-87EE-163D94231915,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",LOOKED BUT DID NOT SEE,MD,0108C2D5-B518-43E5-B837-F09480A6B522,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,South,5,No,No,2004,HONDA,CIVIC,38.97993292,-76.99459612,"(38.97993292, -76.99459612)",2000
DD5606001M,15004633,Rockville Police Departme,Injury Crash,01/29/2015 08:48:00 AM,Municipality,RIDGEMONT AVE,FREDERICK RD,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,051DFC2B-99C6-4AFA-9FC5-B2AA0CF04BED,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,F34672EA-713C-4BCA-9F69-77B671DA4B4E,DISABLING,ELEVEN OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MAKING RIGHT TURN,East,40,No,No,2001,FORD,TK,39.11894833,-77.17221333,"(39.11894833, -77.17221333)",2000
MCP32130025,240044027,MONTGOMERY,Injury Crash,09/16/2024 05:52:00 AM,Spur,,UNIVERSITY BLVD E,,,,Front to Rear,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,CF3DEDBB-64E3-45E3-88E4-3EEEF9AA54E1,No,Suspected Minor Injury,,Not Distracted,MD,DD04E500-E145-49E9-BB1F-32533717CDE0,Disabling,Six O Clock,Passenger Car,Parked,,30,No,Yes,2017,FORD,INTERCEPTOR,39.01076593,-77.00175627,"(39.01076593, -77.00175627)",2015
MCP26170080,190048352,Montgomery County Police,Injury Crash,10/08/2019 05:25:00 PM,County,ARBUTUS AVE,PACIFIC AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,,8291410D-E4A3-4E6B-906E-141F57B30C91,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,8BABD1FE-051B-4E76-BF63-2ACCB52E7152,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,25,No,No,2007,DODGE,RAM,39.06887,-77.09832833,"(39.06887, -77.09832833)",2005
MCP2330001Q,180045811,Montgomery County Police,Injury Crash,09/13/2018 07:08:00 PM,Maryland (State),GEORGIA AVE,PRICE AVE,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,OTHER,NONE DETECTED,,18C8CF57-AA2B-490A-B049-50B3A1B79211,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,8F28989D-EB8A-44D5-BFE2-531193D7245D,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2017,TOYOTA,RAV4,39.04027,-77.05148333,"(39.04027, -77.05148333)",2015
