Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP3086000S,170542326,Montgomery County Police,Property Damage Crash,11/11/2017 11:50:00 PM,Maryland (State),MIDCOUNTY HWY,PIER POINT PL,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,56892D4B-841C-4FBD-88B6-7EBA17CE03C5,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FD375836-D31E-4489-A02A-CC595B4BD65D,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2004,ACUR,TK,39.15892983,-77.196729,"(39.15892983, -77.196729)"
DD5502002L,16031608,Rockville Police Departme,Injury Crash,06/22/2016 05:55:00 PM,Maryland (State),FALLS RD,FALLSMEAD WAY,,ROCKVILLE,,SAME DIR REAR END,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,49C8DB4A-F303-41C3-B890-26B5F6709C10,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,B9D78E8D-20F4-4817-88C4-E7E7BA2192DC,SUPERFICIAL,SIX OCLOCK,TRANSIT BUS,SLOWING OR STOPPING,East,40,No,No,2000,ORIO,BUS,39.07114833,-77.16776333,"(39.07114833, -77.16776333)"
MCP33600022,250001350,MONTGOMERY,Property Damage Crash,01/11/2025 02:32:00 AM,Spur,,,,,,Front to Rear,Snow,Snow,Dark - Lighted,Other Warning Sign,"Suspect of Alcohol Use, Suspect of Drug Use",,DAE4E7DB-2172-41FA-AC16-61304D12C0C0,Yes,No Apparent Injury,"Disregard Officer Directions, Disregarded Other Traffic Sign, Failed to Keep in Proper Lane, Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner, Operated Motor Vehicle in Reckless or Aggressive Manner, Too Fast For Conditions",Unknown,MD,B14F6482-1DFB-4750-B088-A80EDAF4EE22,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Northbound,55,No,No,2002,ACURA,RSX,39.11555138,-77.19241793,"(39.11555138, -77.19241793)"
MCP3085001M,190032989,Montgomery County Police,Injury Crash,07/11/2019 05:09:00 PM,Maryland (State),OLD GEORGETOWN RD,SPRUCE TREE AVE,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E4DA2BD4-07E7-48C4-BB9E-FBD756C20356,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,9ECD3A04-3831-4E3A-B530-802C3D75135A,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,40,No,No,2013,LEXS,4S,39.00829,-77.11308667,"(39.00829, -77.11308667)"
MCP3362000K,230021474,Montgomery County Police,Property Damage Crash,05/05/2023 08:10:00 AM,County,PRELUDE DR,LEGATO WAY,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,65C669B8-9428-4DC6-AB85-B2A821761819,Yes,NO APPARENT INJURY,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",NOT DISTRACTED,MD,83451150-705C-441C-A994-0BA84849B9D9,NO DAMAGE,ONE OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",PASSING,South,25,No,No,2023,FORD,FLATBED,39.03985667,-76.99984,"(39.03985667, -76.99984)"
MCP11130051,230051622,Montgomery County Police,Injury Crash,08/27/2023 11:10:00 AM,County,SUNDOWN RD,STRUC #M0122 HAWLING RIVER,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D31EA766-B5EF-48B0-BEBD-76E8A19AE9C3,No,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,138613E5-BACF-4D37-A89E-C0A65FA1949E,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,40,No,No,2018,KIA,SOUL,39.21820453,-77.10352207,"(39.21820453, -77.10352207)"
MCP33620058,250005556,MONTGOMERY,Injury Crash,02/07/2025 07:30:00 AM,US (State),COLESVILLE RD,,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C204AD53-8CA8-4DE1-A2DE-17A68E74A8C5,No,Suspected Minor Injury,,Not Distracted,MD,626A8470-8806-42F7-95FB-2D0D23B3CDA9,Disabling,Ten O Clock,Passenger Car,Entering Traffic Lane,Southbound,35,No,No,2021,LEXUS,ES,39.01591707,-77.01608048,"(39.01591707, -77.01608048)"
MCP27850022,16050212,Montgomery County Police,Property Damage Crash,09/30/2016 07:00:00 AM,County,BRIGGS CHANEY RD,ENT TO BRIGGS CHANEY SHOPPING CENTER,,,,SAME DIRECTION RIGHT TURN,CLOUDY,WET,DAWN,NO CONTROLS,,,C624FD6D-F2CE-4776-A4D4-447CB105F63A,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,F7620A87-92EA-4826-8878-0EB03ECAC551,FUNCTIONAL,FOUR OCLOCK,STATION WAGON,MAKING RIGHT TURN,East,35,No,No,1998,VOLVO,V70,39.04627667,-76.990695,"(39.04627667, -76.990695)"
MCP09360031,190017922,Montgomery County Police,Property Damage Crash,04/17/2019 06:29:00 AM,Maryland (State),ROCKVILLE PIKE,OLD GEORGETOWN RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CB6136B8-BB90-418B-807A-F61CB8E93DD9,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,E84D612B-0EF8-44D1-AADC-0AD75D89C5C1,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2001,BMW,330XI,39.049935,-77.114605,"(39.049935, -77.114605)"
MCP0833000V,180017567,Montgomery County Police,Property Damage Crash,04/11/2018 09:10:00 AM,County,OLNEY MILL RD,LLEWELLYN FIELD RD,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,828AD954-25B3-4380-98B5-D14B45F2BC54,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0FE2502B-58AC-4614-912D-8EF1469099FF,DISABLING,ELEVEN OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MAKING LEFT TURN,North,25,No,No,2019,FORD,F-650,39.17674,-77.06429167,"(39.17674, -77.06429167)"
MCP25160068,250030980,MONTGOMERY,Property Damage Crash,07/11/2025 10:09:00 PM,County Route,,RIDGE RD RIDGE RD (SB/L),,,,Front to Rear,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,3B63782F-2F51-445F-8175-5AB3FC5D522A,No,No Apparent Injury,,Not Distracted,MD,9B914CB5-371A-48FF-9D0D-B960B0EEF898,Superficial,Six O Clock,Passenger Car,Stopped in Traffic,Southbound,30,No,No,2010,CHEVROLET,SILVERADO,39.28465167,-77.2101195,"(39.28465167, -77.2101195)"
DM83520005,190004683,Takoma Park Police Depart,Injury Crash,01/30/2019 07:02:00 AM,Maryland (State),NEW HAMPSHIRE AVE,EAST WEST HWY (PG CO),,,,SAME DIR REAR END,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,C5B707DC-74E5-49FD-A426-5C326AE2B16A,No,NO APPARENT INJURY,,NOT DISTRACTED,LA,1C3831C8-846D-44F0-9BBB-7A962C408394,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2016,TOYOTA,COROLLA,38.97701017,-76.99252967,"(38.97701017, -76.99252967)"
MCP3311000K,220011008,Montgomery County Police,Property Damage Crash,03/14/2022 05:20:00 PM,County,DEMOCRACY BLVD,CROSSOVER,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,,,CF23FB9C-2CD2-4B65-A790-9C2922770DAB,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,D2914EC3-29E5-4096-B681-C006DAE923BC,FUNCTIONAL,ONE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,West,35,No,No,2017,FRHT,BUS,39.02175072,-77.14442104,"(39.02175072, -77.14442104)"
MCP3394000D,240013873,MONTGOMERY,Property Damage Crash,03/23/2024 05:32:00 PM,Maryland (State) Route,ROCKVILLE PIKE (SB/L),OLD GEORGETOWN RD (SB/L),,,,Angle,Cloudy,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,1DCF2B1F-5D6C-44CB-A3B4-E5291F3783A3,No,No Apparent Injury,,Not Distracted,MD,2C04463D-A109-4A9C-AFFA-E5C7A8F59BA4,Superficial,One O Clock,Passenger Car,Turning Left,,40,No,No,2015,HONDA,CIVIC,39.04953083,-77.11437407,"(39.04953083, -77.11437407)"
MCP2399009H,250004227,MONTGOMERY,Property Damage Crash,01/29/2025 03:48:00 PM,County Route,CLUB HOUSE RD,,,,,Other,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,BE6A995C-34AA-40D4-91D6-93F310B93ACD,No,No Apparent Injury,,Not Distracted,MD,B8026DB0-88EE-4946-8C4F-51EEC40ABDCF,Functional,Nine O Clock,Passenger Car,Moving Constant Speed,Westbound,35,No,No,2015,TOYOTA,SIENNA,39.17458333,-77.20448333,"(39.17458333, -77.20448333)"
MCP2719001C,16064400,Montgomery County Police,Injury Crash,12/15/2016 04:43:00 PM,Maryland (State),UNIVERSITY BLVD W,EAST AVE,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,7BDE4B58-F359-4977-AD9A-AC15A51691C6,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,CAF70325-15E1-47AE-AB98-F3D3A2D3EBBD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,25,No,No,2001,CHEV,4S,39.03749167,-77.05982167,"(39.03749167, -77.05982167)"
HA2401000C,17001580,Maryland-National Capital,Property Damage Crash,11/29/2017 04:45:00 PM,Maryland (State),SPENCERVILLE RD,PEACH ORCHARD RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,,NONE DETECTED,,213AFFA2-F060-4026-8B53-ED3F5ACADCF2,Unknown,NO APPARENT INJURY,,NOT DISTRACTED,MD,60D00477-D087-4693-B95D-07F1FB808386,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,40,No,No,2015,HONDA,ACCORD,39.1155682,-76.96109936,"(39.1155682, -76.96109936)"
MCP29770062,190030008,Montgomery County Police,Property Damage Crash,06/23/2019 02:24:00 PM,Maryland (State),NEW HAMPSHIRE AVE,ADELPHI RD,,,,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,,,D3404228-4E93-4517-B483-49A1F3929E83,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,1BB4B426-B147-427C-9BB9-F8714A984FF1,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45,No,No,2011,FORD,FUSION,39.01307,-76.97837167,"(39.01307, -76.97837167)"
EJ7851000H,15009829,Gaithersburg Police Depar,Injury Crash,03/02/2015 07:50:00 AM,Municipality,WATKINS MILL RD,FREDERICK RD,,,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,E164A2C4-3AFD-48E8-B8AF-750E8990B5B3,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,F646129C-92D5-4C1E-A858-654BD32B734D,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2011,TOYOTA,4RUNNER,39.15931167,-77.21896667,"(39.15931167, -77.21896667)"
MCP31300067,230020284,Montgomery County Police,Property Damage Crash,04/28/2023 11:56:00 AM,,,,PARKING LOT AT UNIQUE THRIFT 12211 VEIRS MILL RD SILVER SPRING MD 20906,,,OTHER,RAINING,,DAYLIGHT,NO CONTROLS,UNKNOWN,,E6CFC3E6-F9E4-46CB-B345-AE2C65632FDF,Yes,NO APPARENT INJURY,,UNKNOWN,,2D8B68A0-8E09-477D-A3AE-9A6F022FF3EE,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,South,5,No,No,2010,GMC,SRA,39.05802367,-77.08354433,"(39.05802367, -77.08354433)"
MCP2003000J,16004327,Montgomery County Police,Property Damage Crash,01/27/2016 02:29:00 AM,County,ELNORA ST,BLUERIDGE AVE,,,,OTHER,SNOW,SNOW,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,351C21A8-5A93-4F8E-9275-EF16CAA2CFDA,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, RAIN, SNOW",NOT DISTRACTED,MD,65A3B12E-6EB9-45CA-BF3E-75194770BE6C,NO DAMAGE,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,West,30,No,No,2014,FORD,TRUCK,39.04403611,-77.05589533,"(39.04403611, -77.05589533)"
MCP3042000S,170507348,Montgomery County Police,Injury Crash,05/12/2017 08:50:00 AM,County,ARCOLA AVE,AMHERST AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A13B5FC3-AAE8-430A-B91D-0B710C8CD187,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,98493E73-2260-4E54-82BD-F08031D7DCA8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,25,No,No,2015,SUBA,TK,39.04713788,-77.04854473,"(39.04713788, -77.04854473)"
MCP9130007S,190034493,Montgomery County Police,Injury Crash,07/20/2019 10:23:00 AM,Maryland (State),NEW HAMPSHIRE AVE,POWDER MILL RD,,,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C59AEC06-6D95-433B-9658-33E06AAB4A84,Yes,NO APPARENT INJURY,,UNKNOWN,MD,44157E68-3CF8-4B87-AFF9-1B678C58B88F,FUNCTIONAL,ELEVEN OCLOCK,VAN,MAKING RIGHT TURN,West,25,No,No,2005,FORD,E250,39.023445,-76.97823667,"(39.023445, -76.97823667)"
MCP285900CZ,230017387,Montgomery County Police,Property Damage Crash,04/12/2023 09:20:00 AM,County,SHADY GROVE RD,DARNESTOWN RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,862C7FAE-25B7-469C-8863-80B599B4CCAC,Yes,NO APPARENT INJURY,,UNKNOWN,MD,86DC6CFF-22E2-4F71-8048-D98DC3F30C02,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,No,No,2010,TOYT,MINIVAN,39.10393932,-77.19172214,"(39.10393932, -77.19172214)"
MCP2898003X,230027369,Montgomery County Police,Property Damage Crash,06/07/2023 03:50:00 PM,Maryland (State),GERMANTOWN RD,GOLDENROD LA,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,E5DA0291-78F0-495B-A2C8-99EDCC5C6E72,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,D0424567-B661-48EF-BE1C-9D25F9ED21C3,DISABLING,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2009,HYUN,SD,39.18881167,-77.25110667,"(39.18881167, -77.25110667)"
MCP2798002V,17050666,Montgomery County Police,Injury Crash,05/08/2017 06:17:00 PM,US (State),COLUMBIA PIKE,INDUSTRIAL PKWY,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,649247DB-1FA5-404C-B060-942589BA7D3D,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,D869E2A7-4315-4024-9E64-1685992D7708,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,50,No,No,2007,SUZUKI,FORENZA,39.05414167,-76.97464333,"(39.05414167, -76.97464333)"
MCP3331001Z,230030069,Montgomery County Police,Property Damage Crash,06/23/2023 12:45:00 PM,Maryland (State),GEORGIA AVE,BLUERIDGE AVE,,,,SAME DIRECTION RIGHT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,5463C92A-6266-458A-8157-304318A6573E,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,7F8CEB6C-6A79-4EC2-A4EB-AB2552E60A1F,DISABLING,TWO OCLOCK,PASSENGER CAR,CHANGING LANES,North,25,No,No,2020,HONDA,ODYSSEY,39.0430605,-77.05158583,"(39.0430605, -77.05158583)"
MCP20820025,210005865,Montgomery County Police,Property Damage Crash,02/14/2021 10:01:00 PM,Maryland (State),UNIVERSITY BLVD W,NICHOLAS DR,,,,SINGLE VEHICLE,CLEAR,ICE,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,7C7A5E6E-167E-4BCE-A47B-039653486432,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, RAIN, SNOW",NO DRIVER PRESENT,,CA078C0E-0623-4B4F-AB5E-FF191B143C9E,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2016,MASERATTI,GHIBLI,39.03691951,-77.03867435,"(39.03691951, -77.03867435)"
DM8505002S,250043606,TAKOMA,Property Damage Crash,09/28/2025 10:11:00 AM,,,,Parking Aisle        REAR PARKING LOT OF THE 7600 BLK OF NEW HAMPSHIRE AVE,,,Rear To Side,Clear,,Daylight,,"Unknown, Unknown",,68E85884-B559-4556-A867-FD4CD30032BC,No,,,,,95EC2D57-9A43-4BE4-8B3B-29496AF23C03,Vehicle Not at Scene,Vehicle Not at Scene,Passenger Car,Moving Constant Speed,Not On Roadway,0,No,No,2012,HONDA,CIVIC,38.98672517,-76.98693583,"(38.98672517, -76.98693583)"
EJ7862000D,16059639,Gaithersburg Police Depar,Injury Crash,11/19/2016 04:09:00 PM,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,,GAITHERSBURG,,SAME DIR REAR END,CLOUDY,WET,DUSK,TRAFFIC SIGNAL,NONE DETECTED,,3D76204A-1359-4C6A-96AA-A32D8EA778C4,Yes,NO APPARENT INJURY,"N/A, SEVERE CROSSWINDS",NOT DISTRACTED,MD,ADD93C1F-1489-4DE8-AB69-B0B611AD3532,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2003,HOND,4S,39.15434667,-77.20956,"(39.15434667, -77.20956)"
MCP2552006R,230070034,Montgomery County Police,Property Damage Crash,12/05/2023 02:56:00 PM,Maryland (State),FREDERICK RD,SHADY GROVE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,,,C8D39AF8-FEB7-4532-A032-12CDBE079D05,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,303C3C2E-5FF9-401D-AC73-08C230C6D0F2,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2012,CHEVROLET,WORK TRUCK,39.35249,-77.285255,"(39.35249, -77.285255)"
MCP24640035,230073502,Montgomery County Police,Property Damage Crash,12/24/2023 10:58:00 PM,County,E FRANKLIN AVE,BURGESS LA,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,14B9CC67-7E1A-4AD6-882D-B43BB3AA8EA3,Yes,NO APPARENT INJURY,,UNKNOWN,MD,6FF7CDCF-1C6F-4EB5-9B8B-83125221A7D3,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2016,HONDA,4DR,39.01344854,-77.00035612,"(39.01344854, -77.00035612)"
MCP12050067,200008694,Montgomery County Police,Injury Crash,02/21/2020 01:18:00 PM,Maryland (State),16TH ST,EAST WEST HWY,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,559693E5-D4A3-4626-AA83-A6306D5A4464,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,NJ,9D37BADB-FEF6-4C4C-8528-598C558250AE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2017,HYUNDAI,ELANTRA,38.99482667,-77.03614333,"(38.99482667, -77.03614333)"
EJ78460043,190028841,Gaithersburg Police Depar,Injury Crash,06/17/2019 06:45:00 AM,County,MUDDY BRANCH RD,DIAMONDBACK DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C44C04E6-D234-4AC1-BE19-D934894DA96D,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,8BF8FD1F-B4FD-447F-90D6-1CBA3FC5F899,DISABLING,ELEVEN OCLOCK,VAN,MAKING RIGHT TURN,North,45,No,No,2007,TOYOTA,SIENNA,39.11522833,-77.21535167,"(39.11522833, -77.21535167)"
MCP3012004X,190039928,Montgomery County Police,Property Damage Crash,08/21/2019 07:55:00 AM,Maryland (State),GEORGIA AVE,HATHAWAY DR,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,67E97A76-5E34-4DA1-8D9A-02010DF9730A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,80054B0F-E7AA-474F-A6B2-9EE61AF7D3CB,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2008,MITSHBISHI,GALANT,39.068735,-77.06152,"(39.068735, -77.06152)"
DD5625001C,180055458,Rockville Police Departme,Property Damage Crash,11/05/2018 01:35:00 PM,Maryland (State),W MONTGOMERY AVE,NELSON ST,,ROCKVILLE,,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,YIELD SIGN,NONE DETECTED,,626E90A2-1379-465C-B3F7-17EABEECF2C1,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,VA,9AF7EA86-6781-4865-881A-890FC546D80B,DISABLING,SEVEN OCLOCK,PASSENGER CAR,ACCELERATING,West,35,No,No,2006,VOLVO,S40,39.08577833,-77.17267,"(39.08577833, -77.17267)"
MCP9428001D,17006158,Montgomery County Police,Property Damage Crash,02/04/2017 01:09:00 PM,,,,"PARKING LOT 12619 WISTERIA DRIVE, GERMANTOWN MONTGOMERY COUNTY MARYLAND 20874",,,SAME DIR REAR END,,,DAYLIGHT,STOP SIGN,,,10266D4D-F585-4EDF-9A97-2BC75216C6B9,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,93706850-5C46-496B-9844-D4F21C9C300B,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,25,No,No,2009,FORD,FLEX,39.17036301,-77.26187825,"(39.17036301, -77.26187825)"
MCP2291002Q,180014407,Montgomery County Police,Injury Crash,03/23/2018 04:12:00 PM,Maryland (State),WISCONSIN AVE,WISCONSIN CIR,,,,SAME DIR REND RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,72DA6671-5D5B-4A87-BF3B-C7B370E1AB87,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,88AAD3CE-C463-4D29-816A-0FF6042101AC,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,STARTING FROM LANE,North,30,No,No,2016,GILL,BUS,38.96168167,-77.08609667,"(38.96168167, -77.08609667)"
MCP30790053,230021597,Montgomery County Police,Injury Crash,05/05/2023 06:10:00 PM,County,BRINK RD,WOODFIELD RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0E309BAE-506B-4605-AB57-D5A799FF1B55,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,C70E0D63-69D5-4274-8569-B1245BFF18DE,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,40,No,No,2022,VOLKSWAGEN,TIGUAN,39.20869852,-77.16786348,"(39.20869852, -77.16786348)"
MCP2085000M,240050084,MONTGOMERY,Injury Crash,10/19/2024 10:30:00 PM,Municipality Route,OAK LA,,,,Pedestrian,Single Vehicle,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use","Not Suspect of Alcohol Use, Not Suspect of Drug Use",83C9A174-1B5E-42DB-8A30-D7E8FC2BFA14,No,Suspected Serious Injury,,Not Distracted,MD,E898CE04-BBF5-49FE-B634-2BB9E0909F6A,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Southbound,25,No,No,2014,DODGE,CHARGER,38.98389299,-77.08210183,"(38.98389299, -77.08210183)"
MCP3211000K,190052313,Montgomery County Police,Property Damage Crash,10/30/2019 09:39:00 PM,Maryland (State),OLD GEORGETOWN RD,ROCK SPRING DR,,,,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,OTHER,NONE DETECTED,,9DF728BE-F19C-4098-B007-7B702E1EF547,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,A9F7E5BC-2AE9-490F-9AA0-030FB3380B61,DISABLING,UNDERSIDE,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2017,SUBA,SW,39.02743833,-77.12645,"(39.02743833, -77.12645)"
MCP25830030,230013526,Montgomery County Police,Property Damage Crash,03/20/2023 03:35:00 PM,County,ELMER SCHOOL RD,WHITES FERRY RD,,,,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,3E9C3190-C648-47B6-A243-9D1BB7E589FB,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6D474079-230A-429C-BC7B-73974B613E60,NO DAMAGE,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,STOPPED IN TRAFFIC LANE,North,35,No,No,2016,FORD,INTERCEPTOR,39.16476273,-77.47993877,"(39.16476273, -77.47993877)"
EJ7909000D,240045421,GAITHERSBURG,Injury Crash,09/23/2024 04:00:00 PM,Municipality Route,CHRISTOPHER AVE (SB/L),,,,,"Sideswipe, Same Direction",Rain,Wet,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,662A8FFC-E415-41C9-9191-236AACC01E6E,No,Suspected Minor Injury,,Unknown,VA,5C8101EB-92D1-465E-815B-4C102B92A696,Disabling,One O Clock,Passenger Car,Moving Constant Speed,Southbound,30,No,No,2018,MITSUBISHI,ECLIPSE,39.15791665,-77.21332028,"(39.15791665, -77.21332028)"
